,rmsre_train,rmsre_test
mean,0.010251762346605534,0.024931118442737207
lower_limit,0.0012380365243555916,0.006027670887727366
upper_limit,0.001877238512341485,0.007827913810044943
lower_value,0.009013725822249942,0.01890344755500984
upper_value,0.012129000858947019,0.03275903225278215
0,0.012129000858947019,0.025508748167279195
1,0.00964223909467045,0.02281412418663202
2,0.010563491218603924,0.030448563593676363
3,0.008647144821581567,0.03275903225278215
4,0.009801713207126113,0.021369893865253602
5,0.010231776110098498,0.020979729754334753
6,0.010074689967506694,0.02229637727312335
7,0.010452027350488249,0.022472102608540483
8,0.010679672967848594,0.022131616078141174
9,0.009550272523535588,0.028284890480307086
10,0.010105201716763011,0.019694812093919083
11,0.009929327598531488,0.02672645590064744
12,0.009671502525260325,0.02215165267870295
13,0.012129000858947019,0.025508748167279195
14,0.00964223909467045,0.02281412418663202
15,0.010563491218603924,0.030448563593676363
16,0.008647144821581567,0.03275903225278215
17,0.009801713207126113,0.021369893865253602
18,0.010231776110098498,0.020979729754334753
19,0.010074689967506694,0.02229637727312335
20,0.010452027350488249,0.022472102608540483
21,0.010679672967848594,0.022131616078141174
22,0.009550272523535588,0.028284890480307086
23,0.010105201716763011,0.019694812093919083
24,0.009929327598531488,0.02672645590064744
25,0.009671502525260325,0.02215165267870295
26,0.012129000858947019,0.025508748167279195
27,0.00964223909467045,0.02281412418663202
28,0.010563491218603924,0.030448563593676363
29,0.008647144821581567,0.03275903225278215
30,0.009801713207126113,0.021369893865253602
31,0.010231776110098498,0.020979729754334753
32,0.010074689967506694,0.02229637727312335
33,0.010452027350488249,0.022472102608540483
34,0.010679672967848594,0.022131616078141174
35,0.009550272523535588,0.028284890480307086
36,0.010105201716763011,0.019694812093919083
37,0.009929327598531488,0.02672645590064744
38,0.009671502525260325,0.02215165267870295
39,0.012129000858947019,0.025508748167279195
40,0.00964223909467045,0.02281412418663202
41,0.010563491218603924,0.030448563593676363
42,0.008647144821581567,0.03275903225278215
43,0.009801713207126113,0.021369893865253602
44,0.010231776110098498,0.020979729754334753
45,0.010074689967506694,0.02229637727312335
46,0.010452027350488249,0.022472102608540483
47,0.010679672967848594,0.022131616078141174
48,0.009550272523535588,0.028284890480307086
49,0.010105201716763011,0.019694812093919083
50,0.009929327598531488,0.02672645590064744
51,0.009671502525260325,0.02215165267870295
52,0.012129000858947019,0.025508748167279195
53,0.00964223909467045,0.02281412418663202
54,0.010563491218603924,0.030448563593676363
55,0.008647144821581567,0.03275903225278215
56,0.009801713207126113,0.021369893865253602
57,0.010231776110098498,0.020979729754334753
58,0.010074689967506694,0.02229637727312335
59,0.010452027350488249,0.022472102608540483
60,0.010679672967848594,0.022131616078141174
61,0.009550272523535588,0.028284890480307086
62,0.010105201716763011,0.019694812093919083
63,0.009929327598531488,0.02672645590064744
64,0.009671502525260325,0.02215165267870295
